i,discounted
683,1.55644
684,10.6246
685,39.353
686,14.0145
687,18.7931
688,0
689,3.18526
690,6.73622
691,15.9064
692,3.06401
693,0
694,4.66627
695,11.8634
696,36.3421
697,20.2601
698,23.4537
699,0
700,18.8181
701,2.65263
702,1.29997
703,0
704,9.81276
705,3.06636
706,16.6764
707,23.4953
708,10.801
709,0
710,6.48909
711,0
712,12.9069
713,21.6683
714,17.7211
715,20.4936
716,20.7373
717,17.3379
718,20.6039
719,0
720,25.8015
721,0
722,19.2148
723,4.76347
724,12.7519
725,35.8356
726,23.8012
727,17.0761
728,9.25747
729,0
730,24.7888
731,18.1475
732,5.71526
733,0
734,3.82027
735,0
736,18.8794
737,0
738,23.3638
739,20.1468
740,20.7843
741,9.15496
742,30.5153
743,9.44805
744,5.98275
745,21.0035
746,19.6906
747,11.4975
748,29.3617
749,2.99667
750,21.492
751,14.1377
752,8.36957
753,41.3628
754,10.5223
755,1.61517
756,0
757,0.256869
758,3.51722
759,5.32747
760,12.1384
761,8.52321
762,39.0317
763,11.112
764,11.4074
765,36.1096
766,25.3488
767,22
768,26.2732
769,27.9908
770,31.9222
771,3.16755
772,13.7985
773,0
774,0
775,12.7078
776,5.07222
777,1.46261
778,18.919
779,0
780,22.4044
781,6.76389
782,6.97771
783,15.1631
784,20.732
785,16.2699
786,0
787,15.8945
788,0
789,9.22395
790,9.62948
791,11.7005
792,0
793,15.2543
794,0
795,7.57865
796,0
797,8.32182
798,3.51907
799,0
800,15.3033
801,0
802,9.59249
803,8.6521
804,25.2147
805,24.0044
806,0.915644
807,0.518623
808,15.271
809,34.9383
810,0
811,15.7807
812,19.7254
813,0
814,1.10426
815,19.5964
816,0
817,33.8832
818,18.8505
819,11.4514
820,23.4007
821,26.7471
822,21.0544
823,33.5554
824,4.76679
825,47.9421
826,12.734
827,4.58575
828,20.7264
829,13.722
830,8.06519
831,0.846614
832,8.06057
833,0
834,9.8462
835,1.12363
836,29.1304
837,10.2345
838,24.8831
839,0
840,7.89456
841,1.27397
842,3.35127
843,9.31085
844,5.24143
845,0
846,17.8234
847,3.58977
848,2.27243
849,21.8722
850,0.881032
851,31.0854
852,10.328
853,24.1275
854,7.50353
855,14.9489
856,17.5944
857,7.83676
858,3.27918
859,26.208
860,38.0065
861,3.33557
862,4.24367
863,13.6046
864,8.02086
865,21.7203
866,5.51546
867,0
868,28.7075
869,0
870,0
871,8.6927
872,6.85249
873,0
874,18.4421
875,10.6517
876,8.52861
877,6.29841
878,18.5629
879,6.32536
880,0
881,4.31233
882,26.7571
883,5.17986
884,1.8352
885,17.9039
886,8.08447
887,12.4349
888,16.9553
889,11.9564
890,10.202
891,0
892,8.26982
893,22.4494
894,8.39129
895,10.801
896,0
897,0
898,14.729
899,12.552
900,22.4583
901,7.73498
902,24.8928
903,0
904,20.1027
905,8.96001
906,31.12
907,34.3963
908,13.9194
909,2.59932
910,0
911,19.7354
912,0
913,14.4995
914,18.2585
915,14.8889
916,3.23217
917,0
918,0
919,31.2406
920,8.97795
921,30.4715
922,6.37866
923,34.4201
924,1.39829
925,0
926,18.4961
927,0
928,1.21462
929,9.62533
930,17.2148
931,14.6948
932,3.47826
933,28.2779
934,9.45758
935,15.8205
936,0.948973
937,18.1175
938,8.13583
939,0
940,0.969836
941,21.8448
942,37.4925
943,2.07184
944,10.2402
945,8.86461
946,5.16691
947,6.01039
948,21.1507
949,5.48123
950,0
951,20.2614
952,33.1971
953,29.1397
954,5.76894
955,7.04832
956,0
957,37.2681
958,5.335
959,7.44602
960,0
961,12.5305
962,32.9404
963,19.8208
964,14.4552
965,22.2962
966,0
967,0
968,7.80225
969,12.4365
970,5.19301
971,19.9579
972,24.8244
973,7.66353
974,20.6466
975,6.90896
976,0
977,15.9967
978,23.5255
979,16.7081
980,12.3119
981,9.03481
982,24.099
983,20.0104
984,41.0563
985,41.1804
986,39.7322
987,9.07733
988,2.1393
989,5.63015
990,26.3238
991,41.7706
992,0
993,0
994,16.8114
995,8.49425
996,0
997,10.8055
998,32.504
999,13.5773
1000,0
1001,0
1002,6.9522
1003,19.6965
1004,1.80108
1005,27.1403
1006,29.7279
1007,0
1008,24.1681
1009,0
1010,0
1011,29.8662
1012,1.43636
1013,11.5604
1014,7.05704
1015,33.1684
1016,4.78233
1017,20.4677
1018,9.85954
1019,1.07073
1020,23.3744
1021,3.11079
1022,12.5058
1023,9.1662
1024,14.1817
1025,0.203811
1026,16.0735
1027,0
1028,18.8434
1029,26.8093
1030,13.6821
1031,25.4326
1032,24.4004
1033,0
1034,12.1209
1035,1.50013
1036,7.13203
1037,23.8372
1038,14.7785
1039,4.25592
1040,29.2454
1041,0
1042,19.7313
1043,4.23126
1044,18.8954
1045,14.7908
1046,21.3351
1047,7.45491
1048,16.8885
1049,0
1050,9.52953
1051,36.2058
1052,11.6996
1053,2.14912
1054,15.7352
1055,2.26306
1056,0
1057,3.35213
1058,10.9505
1059,6.32917
1060,8.72685
1061,0
1062,28.8023
1063,9.78936
1064,19.8533
1065,30.4034
1066,28.1158
1067,11.4511
1068,32.8797
1069,27.6686
1070,0
1071,0
1072,26.6238
1073,19.9435
1074,12.1025
1075,4.35965
1076,9.51016
1077,5.7032
1078,19.1523
1079,0
1080,23.2417
1081,4.68022
1082,38.0751
1083,0
1084,17.6524
1085,24.6244
1086,10.8956
1087,2.55681
1088,5.83641
1089,34.6443
1090,30.7805
1091,27.9768
1092,28.1696
1093,2.17624
1094,30.1639
1095,41.2946
1096,18.19
1097,26.88
1098,19.3992
1099,6.53343
1100,14.057
1101,2.60076
1102,16.4552
1103,6.25238
1104,9.75182
1105,7.33658
1106,20.9128
