i,discounted
1156,35.9184
1157,25.4816
1158,27.7179
1159,33.8902
1160,25.7072
1161,38.1128
1162,1.78985
1163,26.8642
1164,12.1574
1165,8.92993
1166,12.4616
1167,23.0116
1168,20.6451
1169,8.41446
1170,31.5626
1171,36.4289
1172,15.994
1173,12.4866
1174,5.57302
1175,10.2255
1176,33.4939
1177,5.37645
1178,26.1618
1179,7.41414
1180,31.0063
1181,13.4726
1182,5.03666
1183,10.5307
1184,13.4009
1185,18.5201
1186,4.5754
1187,17.4203
1188,47.9427
1189,19.7427
1190,29.0047
1191,20.1942
1192,3.73392
1193,4.29893
1194,17.0728
1195,0.319447
1196,21.4522
1197,45.5082
1198,15.0386
1199,31.0883
1200,24.4481
1201,5.77207
1202,12.7545
1203,3.74975
1204,14.8921
1205,14.6987
1206,7.30506
1207,47.9986
1208,0.936672
1209,6.40136
1210,15.974
1211,2.40879
1212,6.02608
1213,6.88593
1214,7.14833
1215,0.157267
1216,25.241
1217,8.28774
1218,0.832101
1219,0.188109
1220,16.2817
1221,31.0941
1222,35.3055
1223,6.45667
1224,10.4927
1225,4.62079
1226,21.7446
1227,15.1866
1228,3.81341
1229,33.0405
1230,6.56873
1231,14.6265
1232,14.0388
1233,3.03467
1234,19.7736
1235,37.4673
1236,10.032
1237,17.2454
1238,0.297937
1239,15.876
1240,3.79731
1241,9.05567
1242,4.15484
1243,51.1768
1244,11.2918
1245,32.3153
1246,2.99102
1247,28.2097
1248,23.3202
1249,34.3654
1250,18.0413
1251,11.0637
1252,5.63539
1253,10.3554
1254,36.3409
1255,4.07764
1256,13.4888
1257,21.1649
1258,13.7673
1259,54.0975
1260,11.8679
1261,27.084
1262,5.73037
1263,2.97955
1264,27.929
1265,0.580031
1266,42.1264
1267,27.4424
1268,14.6184
1269,7.29519
1270,8.1165
1271,19.4736
1272,3.43485
1273,28.6928
1274,34.3558
1275,0.274596
1276,9.08631
1277,7.80606
1278,5.96501
1279,20.4182
1280,33.8648
1281,36.6576
1282,24.3152
1283,15.6944
1284,33.8099
1285,60.9169
1286,4.94732
1287,14.6793
1288,16.5924
1289,40.8678
1290,35.6759
1291,14.5117
1292,21.4209
1293,34.9547
1294,27.6566
1295,27.0879
1296,37.4221
1297,36.2275
1298,19.6767
1299,3.93121
1300,9.93145
1301,41.9265
1302,19.9346
1303,22.6037
1304,15.6516
1305,22.5594
1306,7.50706
1307,4.97466
1308,24.3245
1309,30.838
1310,25.8481
1311,9.67285
1312,6.8424
1313,5.17672
1314,43.7408
1315,1.93759
1316,47.4331
1317,19.4745
1318,20.9162
1319,36.8
1320,38.2827
1321,39.3898
1322,22.2332
1323,21.5371
1324,40.1767
1325,2.20056
1326,6.28987
1327,5.27732
1328,38.9356
1329,19.2553
1330,3.13209
1331,8.36486
1332,41.7483
1333,15.5914
1334,31.3631
1335,18.1344
1336,21.4574
1337,27.6894
1338,22.8177
1339,0.854249
1340,15.5869
1341,47.3764
1342,11.5277
1343,30.9901
1344,18.5925
1345,4.60504
1346,39.2591
1347,45.7077
1348,38.3881
1349,27.4462
1350,31.6724
1351,10.832
1352,9.82739
1353,7.79558
1354,44.4784
1355,3.9134
1356,33.5159
1357,24.8779
1358,31.5151
1359,6.84526
1360,48.0798
1361,22.0154
1362,28.1816
1363,4.26146
1364,34.3386
1365,5.49936
1366,12.8849
1367,36.9823
1368,30.4741
1369,49.2719
1370,5.27131
1371,24.2558
1372,15.1055
1373,30.052
1374,14.7273
1375,12.5809
1376,38.8394
1377,15.8224
1378,0.131263
1379,9.48772
1380,23.507
1381,8.73493
1382,2.55058
1383,42.2411
1384,29.1756
1385,3.82497
1386,80.9383
1387,42.91
1388,52.1603
1389,8.1323
1390,13.6287
1391,1.94133
1392,16.9368
1393,40.677
1394,10.0745
1395,9.74393
1396,1.81065
1397,17.1175
1398,21.3901
1399,43.7137
1400,22.6293
1401,28.38
1402,17.1293
1403,7.84181
1404,24.4256
1405,14.6228
1406,13.8933
1407,30.9087
1408,36.2783
1409,13.9244
1410,36.905
1411,10.6645
1412,16.7328
1413,11.4192
1414,0
1415,27.8314
1416,49.051
1417,30.7671
1418,1.39769
1419,47.3507
1420,3.27501
1421,20.211
1422,21.0175
1423,3.72928
1424,24.5278
1425,8.23221
1426,9.37557
1427,12.6734
1428,4.16336
1429,36.3246
1430,13.2318
1431,24.9119
1432,15.9407
1433,37.5917
1434,25.427
1435,0.242352
1436,28.0283
1437,53.3921
1438,16.1038
1439,29.685
1440,27.5265
1441,34.1187
1442,12.2043
1443,38.032
1444,19.6811
1445,39.4437
1446,30.0603
1447,27.5695
1448,24.5963
1449,29.7514
1450,6.21941
1451,0
1452,20.4964
1453,8.1372
1454,23.8653
1455,2.71057
1456,15.54
1457,21.2824
1458,28.4364
1459,2.28047
1460,53.3014
1461,42.4028
1462,26.6445
1463,1.23617
1464,8.74102
1465,28.73
1466,23.68
1467,23.019
1468,24.0158
1469,8.66289
1470,16.6632
1471,16.4426
1472,3.19737
1473,3.2668
1474,0
1475,14.0633
1476,18.7675
1477,19.6041
1478,15.1029
1479,5.56895
1480,19.0974
1481,36.6407
1482,5.8067
1483,17.9974
1484,29.916
1485,41.2533
1486,18.1525
1487,6.60713
1488,18.7796
1489,20.3271
1490,14.5536
1491,36.0512
1492,13.8728
1493,4.6513
1494,13.6299
1495,17.3343
1496,14.9344
1497,17.3463
1498,15.6288
1499,19.7539
1500,11.9167
1501,18.4863
1502,21.8328
1503,12.7664
1504,36.1083
1505,31.2373
1506,39.2611
1507,15.6755
1508,24.2623
1509,1.20578
1510,22.1242
1511,31.4204
1512,35.3258
1513,20.322
1514,25.8573
1515,15.8264
1516,13.532
1517,24.4609
1518,43.0501
1519,2.52601
1520,26.703
1521,26.9999
1522,24.0894
1523,21.0661
1524,41.5014
1525,14.5973
1526,5.97286
1527,41.4622
1528,35.8968
1529,38.9486
1530,13.4824
1531,12.6348
1532,30.1899
1533,7.31008
1534,1.2874
1535,44.0371
1536,15.8123
1537,14.6666
1538,8.84126
1539,26.8229
1540,3.77139
1541,41.0235
1542,27.1669
1543,9.59482
1544,36.0883
1545,36.3644
1546,9.92481
1547,8.76961
1548,14.5005
1549,9.45535
1550,18.3048
1551,30.5349
1552,18.4045
1553,37.0692
1554,0.360394
1555,35.3114
1556,66.6915
1557,26.6106
1558,58.907
1559,0.819584
1560,8.14157
1561,12.0308
1562,26.5999
1563,28.8285
1564,23.6838
1565,18.6811
1566,14.839
1567,30.3082
1568,6.22856
1569,13.8253
1570,38.4345
1571,39.768
1572,3.6656
1573,37.9432
1574,21.8371
1575,0.898587
1576,4.32865
1577,18.3914
1578,16.3443
1579,6.52049
1580,1.59328
1581,32.8342
1582,42.1533
1583,30.1433
1584,31.2071
1585,17.1154
1586,25.1201
1587,9.57296
1588,31.3969
1589,22.9782
1590,41.0611
1591,19.6028
1592,37.9318
1593,32.3862
1594,7.25727
1595,44.8968
1596,23.0577
1597,13.8578
1598,14.0463
1599,3.78645
1600,7.02927
1601,34.6485
1602,21.3896
1603,17.4453
1604,9.8429
1605,23.5938
1606,14.2125
1607,19.4316
1608,14.1588
1609,18.7164
1610,11.3977
1611,33.3329
1612,34.4927
1613,36.2916
1614,20.6269
1615,9.51233
1616,36.9733
1617,13.2887
1618,22.4658
1619,18.844
1620,17.359
1621,17.0294
1622,17.0198
1623,13.098
1624,16.974
1625,34.0141
1626,38.8036
1627,26.6322
1628,17.4887
1629,26.8987
1630,20.8558
1631,27.3921
1632,8.5886
1633,18.0838
1634,10.5915
1635,12.9562
1636,8.6232
1637,30.9663
1638,14.7036
1639,3.73815
1640,37.4717
1641,32.6427
1642,32.5194
1643,51.5155
1644,8.77143
1645,28.8616
1646,12.7792
1647,24.6603
1648,6.06713
1649,33.9102
1650,8.2161
1651,6.44927
1652,24.1539
1653,17.7944
1654,5.29145
1655,44.5678
1656,17.806
1657,4.22856
1658,2.40783
1659,32.0475
1660,25.2509
1661,17.7847
1662,1.49907
1663,3.99687
1664,2.36007
1665,29.7099
1666,3.13978
1667,27.3508
1668,30.8851
1669,21.3593
1670,5.30816
1671,36.1463
1672,1.33004
1673,22.2012
1674,1.79106
1675,0.807495
1676,1.90035
1677,47.8912
1678,26.245
1679,9.34133
1680,2.45126
1681,0.314648
1682,0.501108
1683,8.74748
1684,37.9915
